Soubor s 50 mesty.
Kazdy radek reprezentuje souradnice [x,y] jednoho mesta.
Prvni mesto je depot.

1027	991
239	470
408	513
589	632
186	721
406	793
761	906
923	837
780	422
629	1121
920	1182
273	1228
652	1243
64	1252
776	1342
527	1421
239	1463
128	1528
925	224
1053	624
1083	57
1103	857
1266	906
1224	721
1241	341
1883	305
1294	118
1426	227
1579	832
1397	825
1432	513
1592	632
1672	123
1776	392
1839	620
812	1951
1080	1602
1140	1072
983	1832
1129	1383
1186	1900
1364	1127
1379	1839
1332	1528
1457	1346
1592	1621
1597	1878
1672	1121
1776	1342
1839	1602
